branch,counterparty,credit_account,credit_account_2,credit_amount,credit_amount_2,currency,date,debit_account,debit_amount,description,id,type
Rome,Trading Company,Trading Revenue,,8183.91,,florin,1436-09-22,Cash,8183.91,Alum sale from papal mines,73449,alum_trade
Venice,Silk Trader,Loans Receivable,Interest Income,22740.17,3865.83,florin,1436-09-22,Cash,26606.0,Loan repayment from Silk Trader with interest,73450,loan_repayment
Bruges,Bruges Operations,Cash,,8492.88,,florin,1436-09-22,Wages,8492.88,Wages expense for Bruges branch,73451,operating_expense
Rome,Holy See,Deposits Payable,,15559.61,,florin,1436-09-22,Cash,15559.61,Deposit from Holy See to Rome branch,73452,deposit
Rome,Jewel Trader,Trading Revenue,,1765.65,,florin,1436-09-22,Cash,1765.65,Alum sale from papal mines,73453,alum_trade
Florence,Republic of Florence,Cash,,96555.76,,florin,1436-09-23,Loans Receivable - Government,96555.76,Emergency war financing for Florence defense,73454,war_financing
Rome,Apostolic Chamber,Deposits Payable,,21134.1,,florin,1436-09-23,Cash,21134.1,Deposit from Apostolic Chamber to Rome branch,73455,deposit
Florence,Republic of Florence,Cash,,176575.14,,florin,1436-09-23,Loans Receivable - Government,176575.14,Loan to Venice for Lombardy Wars operations,73456,war_financing
Avignon,Armor Smith,Cash,,47928.41,,florin,1436-09-23,Loans Receivable,47928.41,Loan issued to Armor Smith from Avignon branch,73457,loan_issuance
Florence,Armor Smith,Trading Revenue,,17129.61,,florin,1436-09-23,Cash,17129.61,Alum sale from papal mines,73458,alum_trade
Florence,Republic of Florence,Cash,,19660.25,,florin,1436-09-24,Loans Receivable - Government,19660.25,War financing for Florentine operations against Milan,73459,war_financing
Rome,King of Naples,Deposits Payable,,261216.8,,florin,1436-09-24,Cash,261216.8,Deposit by King of Naples,73460,deposit
Milan,Gold Merchant,Cash,,8953.64,,florin,1436-09-24,Deposits Payable,8953.64,Withdrawal by Gold Merchant,73461,withdrawal
Florence,Republic of Florence,Cash,,126050.75,,florin,1436-09-24,Loans Receivable - Government,126050.75,Loan to Venice for Lombardy Wars operations,73462,war_financing
Bruges,Transfer to Avignon,Cash,Exchange Fee Revenue,29485.01,592.53,florin,1436-09-24,Due from Avignon,30077.54,Bill of exchange from Bruges to Avignon,73463,bill_of_exchange
Geneva,Textile Merchant,Cash,,6063.63,,florin,1436-09-24,Loans Receivable,6063.63,Loan issued to Textile Merchant from Geneva branch,73464,loan_issuance
Rome,Papal Curia,Deposits Payable,,907811.6,,florin,1436-09-25,Cash,907811.6,Deposit from Papal Curia to Rome branch,73465,deposit
Rome,Papal Curia,Deposits Payable,,35954.42,,florin,1436-09-25,Cash,35954.42,Deposit from Papal Curia to Rome branch,73466,deposit
Milan,Marquis,Deposits Payable,,1932.32,,florin,1436-09-25,Cash,1932.32,Deposit by Marquis,73467,deposit
London,Jewel Trader,Loans Receivable,Interest Income,9437.15,2170.54,florin,1436-09-25,Cash,11607.69,Loan repayment from Jewel Trader with interest,73468,loan_repayment
Avignon,Banking House,Loans Receivable,Interest Income,44146.36,7063.42,florin,1436-09-25,Cash,51209.78,Loan repayment from Banking House with interest,73469,loan_repayment
Geneva,Spice Merchant,Loans Receivable,Interest Income,17480.37,4370.09,florin,1436-09-26,Cash,21850.46,Loan repayment from Spice Merchant with interest,73470,loan_repayment
London,Grain Merchant,Loans Receivable,Interest Income,39354.55,7083.82,florin,1436-09-26,Cash,46438.37,Loan repayment from Grain Merchant with interest,73471,loan_repayment
Florence,Republic of Florence,Cash,,1485111.94,,florin,1436-09-26,Loans Receivable - Government,1485111.94,Emergency war financing for Florence defense,73472,war_financing
London,London Operations,Cash,,63.18,,florin,1436-09-26,Courier Services,63.18,Courier Services expense for London branch,73473,operating_expense
Florence,Florence Operations,Cash,,226.26,,florin,1436-09-26,Security,226.26,Security expense for Florence branch,73474,operating_expense
Rome,Wool Merchant,Trading Revenue,,3190.2,,florin,1436-09-27,Cash,3190.2,Alum sale from papal mines,73475,alum_trade
Rome,Textile Merchant,Loans Receivable,Interest Income,6161.52,862.6128,florin,1436-09-27,Cash,7024.1328,Loan repayment from Textile Merchant with interest,73476,loan_repayment
Rome,Doge of Venice,Cash,,20798.5,,florin,1436-09-27,Loans Receivable,20798.5,Loan issued to Doge of Venice from Rome branch,73477,loan_issuance
Avignon,Wine Trader,Loans Receivable,Interest Income,517.33,56.91,florin,1436-09-27,Cash,574.24,Loan repayment from Wine Trader with interest,73478,loan_repayment
Venice,Transfer to Geneva,Cash,Exchange Fee Revenue,268807.41,5681.93,florin,1436-09-27,Due from Geneva,274489.34,Bill of exchange from Venice to Geneva,73479,bill_of_exchange
Rome,Papal Curia,Deposits Payable,,1865615.36,,florin,1436-09-27,Cash,1865615.36,Deposit from Papal Curia to Rome branch,73480,deposit
Geneva,Archbishop,Deposits Payable,,8290.97,,florin,1436-09-28,Cash,8290.97,Deposit by Archbishop,73481,deposit
Rome,Cardinal's Office,Deposits Payable,,9218.79,,florin,1436-09-28,Cash,9218.79,Deposit from Cardinal's Office to Rome branch,73482,deposit
Rome,King of Naples,Cash,,91959.8,,florin,1436-09-28,Loans Receivable,91959.8,Loan issued to King of Naples from Rome branch,73483,loan_issuance
Bruges,Bruges Operations,Cash,,9325.12,,florin,1436-09-28,Security,9325.12,Security expense for Bruges branch,73484,operating_expense
Rome,Sacred College,Deposits Payable,,36204.06,,florin,1436-09-28,Cash,36204.06,Deposit from Sacred College to Rome branch,73485,deposit
Rome,Papal Court,Deposits Payable,,338019.07,,florin,1436-09-28,Cash,338019.07,Deposit from Papal Court to Rome branch,73486,deposit
Rome,Armor Smith,Loans Receivable,Interest Income,111435.17,16715.28,florin,1436-09-28,Cash,128150.45,Loan repayment from Armor Smith with interest,73487,loan_repayment
Rome,Papal Court,Deposits Payable,,12632.6,,florin,1436-09-28,Cash,12632.6,Deposit from Papal Court to Rome branch,73488,deposit
Florence,Republic of Florence,Cash,,714034.47,,florin,1436-09-28,Loans Receivable - Government,714034.47,War financing for Florentine operations against Milan,73489,war_financing
Rome,Banking House,Trading Revenue,,51929.0,,florin,1436-09-29,Cash,51929.0,Alum sale from papal mines,73490,alum_trade
Florence,Republic of Florence,Cash,,100547.48,,florin,1436-09-29,Loans Receivable - Government,100547.48,Emergency war financing for Florence defense,73491,war_financing
Florence,Republic of Florence,Cash,,64899.12,,florin,1436-09-29,Loans Receivable - Government,64899.12,Emergency war financing for Florence defense,73492,war_financing
Florence,Republic of Florence,Cash,,149398.64,,florin,1436-09-29,Loans Receivable - Government,149398.64,Emergency war financing for Florence defense,73493,war_financing
Rome,Sacred College,Deposits Payable,,162052.38,,florin,1436-09-29,Cash,162052.38,Deposit from Sacred College to Rome branch,73494,deposit
Rome,Apostolic Chamber,Deposits Payable,,24269.75,,florin,1436-09-29,Cash,24269.75,Deposit from Apostolic Chamber to Rome branch,73495,deposit
London,Archbishop,Cash,,720904.01,,florin,1436-09-29,Loans Receivable,720904.01,Loan issued to Archbishop from London branch,73496,loan_issuance
Milan,Milan Operations,Cash,,94952.87,,florin,1436-09-29,Wages,94952.87,Wages expense for Milan branch,73497,operating_expense
Venice,Venice Operations,Cash,,367.5,,florin,1436-09-30,Courier Services,367.5,Courier Services expense for Venice branch,73498,operating_expense
Rome,Cardinal's Office,Deposits Payable,,126885.09,,florin,1436-09-30,Cash,126885.09,Deposit from Cardinal's Office to Rome branch,73499,deposit
Florence,Wool Merchant,Cash,,1238.21,,florin,1436-10-01,Loans Receivable,1238.21,Loan issued to Wool Merchant from Florence branch,73500,loan_issuance
Rome,Baron,Cash,,52523.84,,florin,1436-10-01,Loans Receivable,52523.84,Loan issued to Baron from Rome branch,73501,loan_issuance
Geneva,Geneva Operations,Cash,,129.79,,florin,1436-10-01,Security,129.79,Security expense for Geneva branch,73502,operating_expense
Milan,Transfer to Florence,Cash,Exchange Fee Revenue,320998.139202,9043.130798,florin,1436-10-01,Due from Florence,330041.27,Bill of exchange from Milan to Florence,73503,bill_of_exchange
Florence,Republic of Florence,Cash,,18767.66,,florin,1436-10-01,Loans Receivable - Government,18767.66,Emergency war financing for Florence defense,73504,war_financing
Milan,Textile Merchant,Cash,,35962.71,,florin,1436-10-02,Loans Receivable,35962.71,Loan issued to Textile Merchant from Milan branch,73505,loan_issuance
Venice,Wine Trader,Cash,,4981.93,,florin,1436-10-02,Loans Receivable,4981.93,Loan issued to Wine Trader from Venice branch,73506,loan_issuance
London,Silk Trader,Deposits Payable,,20001.35,,florin,1436-10-02,Cash,20001.35,Deposit by Silk Trader,73507,deposit
Florence,Republic of Florence,Cash,,41969.32,,florin,1436-10-02,Loans Receivable - Government,41969.32,Loan to Venice for Lombardy Wars operations,73508,war_financing
Bruges,Gold Merchant,Cash,,2616.18,,florin,1436-10-03,Loans Receivable,2616.18,Loan issued to Gold Merchant from Bruges branch,73509,loan_issuance
Bruges,Textile Merchant,Cash,,90054.04,,florin,1436-10-03,Deposits Payable,90054.04,Withdrawal by Textile Merchant,73510,withdrawal
Bruges,Transfer to London,Cash,Exchange Fee Revenue,8445.35,139.94,florin,1436-10-03,Due from London,8585.29,Bill of exchange from Bruges to London,73511,bill_of_exchange
Florence,Republic of Florence,Cash,,190821.08,,florin,1436-10-03,Loans Receivable - Government,190821.08,Loan to Venice for Lombardy Wars operations,73512,war_financing
Bruges,Silk Trader,Loans Receivable,Interest Income,19796.39,2573.53,florin,1436-10-04,Cash,22369.92,Loan repayment from Silk Trader with interest,73513,loan_repayment
Geneva,Trading Company,Loans Receivable,Interest Income,4876.28,682.68,florin,1436-10-04,Cash,5558.96,Loan repayment from Trading Company with interest,73514,loan_repayment
London,London Operations,Cash,,1074.66,,florin,1436-10-04,Wages,1074.66,Wages expense for London branch,73515,operating_expense
Rome,Baron,Deposits Payable,,13290.94,,florin,1436-10-04,Cash,13290.94,Deposit by Baron,73516,deposit
Avignon,Transfer to Florence,Cash,Exchange Fee Revenue,91414.996322,1354.433678,florin,1436-10-04,Due from Florence,92769.43,Bill of exchange from Avignon to Florence,73517,bill_of_exchange
Rome,Cardinal's Office,Deposits Payable,,30363.19,,florin,1436-10-04,Cash,30363.19,Deposit from Cardinal's Office to Rome branch,73518,deposit
Avignon,Avignon Operations,Cash,,13764.83,,florin,1436-10-05,Supplies,13764.83,Supplies expense for Avignon branch,73519,operating_expense
Florence,Republic of Florence,Cash,,120591.04,,florin,1436-10-05,Loans Receivable - Government,120591.04,Emergency war financing for Florence defense,73520,war_financing
Florence,Spice Merchant,Loans Receivable,Interest Income,8415.38,1093.9994,florin,1436-10-05,Cash,9509.3794,Loan repayment from Spice Merchant with interest,73521,loan_repayment
Florence,Republic of Florence,Cash,,11767.44,,florin,1436-10-05,Loans Receivable - Government,11767.44,Loan to Venice for Lombardy Wars operations,73522,war_financing
Venice,Cloth Merchant,Cash,,744.76,,florin,1436-10-05,Loans Receivable,744.76,Loan issued to Cloth Merchant from Venice branch,73523,loan_issuance
Venice,Venice Operations,Cash,,284.13,,florin,1436-10-05,Security,284.13,Security expense for Venice branch,73524,operating_expense
Milan,Textile Merchant,Cash,,20082.67,,florin,1436-10-06,Deposits Payable,20082.67,Withdrawal by Textile Merchant,73525,withdrawal
London,Cloth Merchant,Deposits Payable,,61572.85,,florin,1436-10-06,Cash,61572.85,Deposit by Cloth Merchant,73526,deposit
London,Spice Merchant,Deposits Payable,,19839.58,,florin,1436-10-06,Cash,19839.58,Deposit by Spice Merchant,73527,deposit
Rome,Armor Smith,Cash,,24743.04,,florin,1436-10-07,Deposits Payable,24743.04,Withdrawal by Armor Smith,73528,withdrawal
Milan,Transfer to Avignon,Cash,Exchange Fee Revenue,103899.81,1123.75,florin,1436-10-07,Due from Avignon,105023.56,Bill of exchange from Milan to Avignon,73529,bill_of_exchange
Geneva,Silk Trader,Loans Receivable,Interest Income,8520.07,1363.21,florin,1436-10-07,Cash,9883.28,Loan repayment from Silk Trader with interest,73530,loan_repayment
London,Jewel Trader,Loans Receivable,Interest Income,756.71,90.8052,florin,1436-10-07,Cash,847.5152,Loan repayment from Jewel Trader with interest,73531,loan_repayment
Milan,Archbishop,Deposits Payable,,979.05,,florin,1436-10-07,Cash,979.05,Deposit by Archbishop,73532,deposit
Geneva,Transfer to Bruges,Cash,Exchange Fee Revenue,59274.04,1732.59,florin,1436-10-07,Due from Bruges,61006.63,Bill of exchange from Geneva to Bruges,73533,bill_of_exchange
Geneva,Transfer to Milan,Cash,Exchange Fee Revenue,8232.56,215.42,florin,1436-10-07,Due from Milan,8447.98,Bill of exchange from Geneva to Milan,73534,bill_of_exchange
Rome,Rome Operations,Cash,,12044.05,,florin,1436-10-07,Security,12044.05,Security expense for Rome branch,73535,operating_expense
Rome,Transfer to Milan,Cash,Exchange Fee Revenue,73144.16,1204.45,florin,1436-10-08,Due from Milan,74348.61,Bill of exchange from Rome to Milan,73536,bill_of_exchange
Milan,Jewel Trader,Cash,,4709.89,,florin,1436-10-08,Deposits Payable,4709.89,Withdrawal by Jewel Trader,73537,withdrawal
Avignon,Transfer to London,Cash,Exchange Fee Revenue,347300.58,7486.0,florin,1436-10-08,Due from London,354786.58,Bill of exchange from Avignon to London,73538,bill_of_exchange
Geneva,Transfer to London,Cash,Exchange Fee Revenue,7962.22,204.16,florin,1436-10-09,Due from London,8166.38,Bill of exchange from Geneva to London,73539,bill_of_exchange
Florence,Republic of Florence,Cash,,8646939.19,,florin,1436-10-09,Loans Receivable - Government,8646939.19,War financing for Florentine operations against Milan,73540,war_financing
Rome,Rome Operations,Cash,,480.47,,florin,1436-10-09,Rent,480.47,Rent expense for Rome branch,73541,operating_expense
Rome,Apostolic Chamber,Deposits Payable,,153993.08,,florin,1436-10-09,Cash,153993.08,Deposit from Apostolic Chamber to Rome branch,73542,deposit
Florence,Banking House,Trading Revenue,,2949.8,,florin,1436-10-10,Cash,2949.8,Alum sale from papal mines,73543,alum_trade
Venice,Jewel Trader,Trading Revenue,,1271.06,,florin,1436-10-10,Cash,1271.06,Alum sale from papal mines,73544,alum_trade
Florence,Republic of Florence,Cash,,9201.43,,florin,1436-10-10,Loans Receivable - Government,9201.43,Loan to Venice for Lombardy Wars operations,73545,war_financing
Venice,Silk Trader,Trading Revenue,,5449.16,,florin,1436-10-10,Cash,5449.16,Alum sale from papal mines,73546,alum_trade
Rome,Transfer to Geneva,Cash,Exchange Fee Revenue,2986.17,47.32,florin,1436-10-11,Due from Geneva,3033.49,Bill of exchange from Rome to Geneva,73547,bill_of_exchange
Bruges,Count of Urbino,Deposits Payable,,141142.41,,florin,1436-10-11,Cash,141142.41,Deposit by Count of Urbino,73548,deposit
Rome,Rome Operations,Cash,,1128.6,,florin,1436-10-11,Maintenance,1128.6,Maintenance expense for Rome branch,73549,operating_expense
Bruges,Transfer to Geneva,Cash,Exchange Fee Revenue,25840.73,282.13,florin,1436-10-11,Due from Geneva,26122.86,Bill of exchange from Bruges to Geneva,73550,bill_of_exchange
Rome,Papal Curia,Deposits Payable,,20060.34,,florin,1436-10-12,Cash,20060.34,Deposit from Papal Curia to Rome branch,73551,deposit
Venice,Silk Trader,Trading Revenue,,28112.87,,florin,1436-10-12,Cash,28112.87,Alum sale from papal mines,73552,alum_trade
Florence,Spice Merchant,Deposits Payable,,5200.83,,florin,1436-10-12,Cash,5200.83,Deposit by Spice Merchant,73553,deposit
Florence,Republic of Florence,Cash,,1658716.42,,florin,1436-10-12,Loans Receivable - Government,1658716.42,Emergency war financing for Florence defense,73554,war_financing
Florence,Republic of Florence,Cash,,137645.81,,florin,1436-10-13,Loans Receivable - Government,137645.81,Emergency war financing for Florence defense,73555,war_financing
Florence,Republic of Florence,Cash,,1088429.06,,florin,1436-10-13,Loans Receivable - Government,1088429.06,War financing for Florentine operations against Milan,73556,war_financing
Rome,Rome Operations,Cash,,79.31,,florin,1436-10-13,Courier Services,79.31,Courier Services expense for Rome branch,73557,operating_expense
Florence,Wool Merchant,Loans Receivable,Interest Income,9132.2,1643.796,florin,1436-10-13,Cash,10775.996,Loan repayment from Wool Merchant with interest,73558,loan_repayment
Florence,Republic of Florence,Cash,,88357.2,,florin,1436-10-13,Loans Receivable - Government,88357.2,Emergency war financing for Florence defense,73559,war_financing
Venice,Spice Merchant,Trading Revenue,,1970.92,,florin,1436-10-13,Cash,1970.92,Alum sale from papal mines,73560,alum_trade
Venice,Textile Merchant,Trading Revenue,,15445.47,,florin,1436-10-14,Cash,15445.47,Alum sale from papal mines,73561,alum_trade
Florence,Republic of Florence,Cash,,192297.67,,florin,1436-10-14,Loans Receivable - Government,192297.67,Loan to Venice for Lombardy Wars operations,73562,war_financing
Florence,Republic of Florence,Cash,,1077051.0,,florin,1436-10-14,Loans Receivable - Government,1077051.0,Loan to Venice for Lombardy Wars operations,73563,war_financing
Avignon,Transfer to Rome,Cash,Exchange Fee Revenue,43013.43,717.18,florin,1436-10-14,Due from Rome,43730.61,Bill of exchange from Avignon to Rome,73564,bill_of_exchange
Florence,Republic of Florence,Cash,,169720.15,,florin,1436-10-14,Loans Receivable - Government,169720.15,Loan to Venice for Lombardy Wars operations,73565,war_financing
Bruges,Doge of Venice,Loans Receivable,Interest Income,494047.44,103749.96,florin,1436-10-14,Cash,597797.4,Loan repayment from Doge of Venice with interest,73566,loan_repayment
Rome,Sacred College,Deposits Payable,,78187.88,,florin,1436-10-15,Cash,78187.88,Deposit from Sacred College to Rome branch,73567,deposit
Rome,Papal Curia,Deposits Payable,,14229.7,,florin,1436-10-15,Cash,14229.7,Deposit from Papal Curia to Rome branch,73568,deposit
London,Wool Merchant,Cash,,8142.11,,florin,1436-10-15,Deposits Payable,8142.11,Withdrawal by Wool Merchant,73569,withdrawal
Rome,Sacred College,Deposits Payable,,159790.67,,florin,1436-10-15,Cash,159790.67,Deposit from Sacred College to Rome branch,73570,deposit
Rome,Transfer to Avignon,Cash,Exchange Fee Revenue,190355.7,3390.56,florin,1436-10-16,Due from Avignon,193746.26,Bill of exchange from Rome to Avignon,73571,bill_of_exchange
London,Transfer to Geneva,Cash,Exchange Fee Revenue,12450.37,268.37,florin,1436-10-16,Due from Geneva,12718.74,Bill of exchange from London to Geneva,73572,bill_of_exchange
Venice,Venice Operations,Cash,,105.5,,florin,1436-10-16,Security,105.5,Security expense for Venice branch,73573,operating_expense
Florence,Republic of Florence,Cash,,144273.11,,florin,1436-10-16,Loans Receivable - Government,144273.11,Emergency war financing for Florence defense,73574,war_financing
London,London Operations,Cash,,297.05,,florin,1436-10-16,Maintenance,297.05,Maintenance expense for London branch,73575,operating_expense
Milan,Banking House,Deposits Payable,,25491.43,,florin,1436-10-17,Cash,25491.43,Deposit by Banking House,73576,deposit
Florence,Republic of Florence,Cash,,20381.06,,florin,1436-10-17,Loans Receivable - Government,20381.06,Emergency war financing for Florence defense,73577,war_financing
Rome,Apostolic Chamber,Deposits Payable,,30514.56,,florin,1436-10-17,Cash,30514.56,Deposit from Apostolic Chamber to Rome branch,73578,deposit
Avignon,Jewel Trader,Cash,,1420.16,,florin,1436-10-18,Loans Receivable,1420.16,Loan issued to Jewel Trader from Avignon branch,73579,loan_issuance
Rome,Rome Operations,Cash,,37407.97,,florin,1436-10-18,Wages,37407.97,Wages expense for Rome branch,73580,operating_expense
Florence,Republic of Florence,Cash,,631943.02,,florin,1436-10-18,Loans Receivable - Government,631943.02,War financing for Florentine operations against Milan,73581,war_financing
Venice,Armor Smith,Loans Receivable,Interest Income,40507.69,3240.62,florin,1436-10-19,Cash,43748.31,Loan repayment from Armor Smith with interest,73582,loan_repayment
Florence,Republic of Florence,Cash,,5048693.16,,florin,1436-10-20,Loans Receivable - Government,5048693.16,War financing for Florentine operations against Milan,73583,war_financing
Rome,Papal Court,Deposits Payable,,29520.11,,florin,1436-10-20,Cash,29520.11,Deposit from Papal Court to Rome branch,73584,deposit
Rome,Wool Merchant,Trading Revenue,,908.36,,florin,1436-10-20,Cash,908.36,Alum sale from papal mines,73585,alum_trade
Florence,Wine Trader,Trading Revenue,,38924.67,,florin,1436-10-20,Cash,38924.67,Alum sale from papal mines,73586,alum_trade
Venice,Armor Smith,Trading Revenue,,73533.95,,florin,1436-10-20,Cash,73533.95,Alum sale from papal mines,73587,alum_trade
Venice,Textile Merchant,Loans Receivable,Interest Income,340872.81,64765.83,florin,1436-10-21,Cash,405638.64,Loan repayment from Textile Merchant with interest,73588,loan_repayment
Bruges,Grain Merchant,Loans Receivable,Interest Income,9187.27,2204.94,florin,1436-10-21,Cash,11392.21,Loan repayment from Grain Merchant with interest,73589,loan_repayment
Florence,Wool Merchant,Trading Revenue,,7572.11,,florin,1436-10-21,Cash,7572.11,Alum sale from papal mines,73590,alum_trade
Venice,Venice Operations,Cash,,181.75,,florin,1436-10-21,Maintenance,181.75,Maintenance expense for Venice branch,73591,operating_expense
Milan,Spice Merchant,Deposits Payable,,33395.01,,florin,1436-10-22,Cash,33395.01,Deposit by Spice Merchant,73592,deposit
Venice,Transfer to Milan,Cash,Exchange Fee Revenue,14118.92055,339.77945,florin,1436-10-22,Due from Milan,14458.7,Bill of exchange from Venice to Milan,73593,bill_of_exchange
Rome,Holy See,Deposits Payable,,140816.05,,florin,1436-10-22,Cash,140816.05,Deposit from Holy See to Rome branch,73594,deposit
Florence,Florence Operations,Cash,,591.24,,florin,1436-10-22,Courier Services,591.24,Courier Services expense for Florence branch,73595,operating_expense
Rome,Banking House,Trading Revenue,,1571.2,,florin,1436-10-22,Cash,1571.2,Alum sale from papal mines,73596,alum_trade
London,Jewel Trader,Cash,,205007.02,,florin,1436-10-22,Deposits Payable,205007.02,Withdrawal by Jewel Trader,73597,withdrawal
Florence,Republic of Florence,Cash,,186372.83,,florin,1436-10-22,Loans Receivable - Government,186372.83,Loan to Venice for Lombardy Wars operations,73598,war_financing
Florence,Republic of Florence,Cash,,1373967.44,,florin,1436-10-22,Loans Receivable - Government,1373967.44,Emergency war financing for Florence defense,73599,war_financing
Venice,Wine Trader,Trading Revenue,,4439.62,,florin,1436-10-23,Cash,4439.62,Alum sale from papal mines,73600,alum_trade
Florence,Republic of Florence,Cash,,195489.1,,florin,1436-10-23,Loans Receivable - Government,195489.1,War financing for Florentine operations against Milan,73601,war_financing
Rome,Rome Operations,Cash,,30101.46,,florin,1436-10-23,Wages,30101.46,Wages expense for Rome branch,73602,operating_expense
Florence,Republic of Florence,Cash,,193837.64,,florin,1436-10-23,Loans Receivable - Government,193837.64,Emergency war financing for Florence defense,73603,war_financing
Florence,Republic of Florence,Cash,,2976832.88,,florin,1436-10-23,Loans Receivable - Government,2976832.88,War financing for Florentine operations against Milan,73604,war_financing
Florence,Republic of Florence,Cash,,265016.67,,florin,1436-10-23,Loans Receivable - Government,265016.67,Emergency war financing for Florence defense,73605,war_financing
Bruges,Bruges Operations,Cash,,782.29,,florin,1436-10-23,Supplies,782.29,Supplies expense for Bruges branch,73606,operating_expense
Florence,Republic of Florence,Cash,,117607.83,,florin,1436-10-24,Loans Receivable - Government,117607.83,War financing for Florentine operations against Milan,73607,war_financing
Rome,Papal Court,Deposits Payable,,246160.88,,florin,1436-10-24,Cash,246160.88,Deposit from Papal Court to Rome branch,73608,deposit
Rome,Silk Trader,Loans Receivable,Interest Income,7249.88,579.99,florin,1436-10-24,Cash,7829.87,Loan repayment from Silk Trader with interest,73609,loan_repayment
Bruges,Banking House,Cash,,2802.65,,florin,1436-10-25,Deposits Payable,2802.65,Withdrawal by Banking House,73610,withdrawal
Avignon,Transfer to Florence,Cash,Exchange Fee Revenue,152834.70951,2013.02049,florin,1436-10-25,Due from Florence,154847.73,Bill of exchange from Avignon to Florence,73611,bill_of_exchange
Bruges,Bruges Operations,Cash,,1797.09,,florin,1436-10-25,Maintenance,1797.09,Maintenance expense for Bruges branch,73612,operating_expense
Florence,Trading Company,Loans Receivable,Interest Income,256369.93,58965.08,florin,1436-10-25,Cash,315335.01,Loan repayment from Trading Company with interest,73613,loan_repayment
Rome,Jewel Trader,Cash,,76196.49,,florin,1436-10-25,Loans Receivable,76196.49,Loan issued to Jewel Trader from Rome branch,73614,loan_issuance
Florence,Republic of Florence,Cash,,1252403.91,,florin,1436-10-25,Loans Receivable - Government,1252403.91,Loan to Venice for Lombardy Wars operations,73615,war_financing
Milan,Textile Merchant,Deposits Payable,,17765.27,,florin,1436-10-25,Cash,17765.27,Deposit by Textile Merchant,73616,deposit
London,Wool Merchant,Deposits Payable,,13668.69,,florin,1436-10-25,Cash,13668.69,Deposit by Wool Merchant,73617,deposit
Bruges,Marquis,Deposits Payable,,13721.29,,florin,1436-10-26,Cash,13721.29,Deposit by Marquis,73618,deposit
Geneva,Spice Merchant,Deposits Payable,,80199.24,,florin,1436-10-26,Cash,80199.24,Deposit by Spice Merchant,73619,deposit
Florence,Republic of Florence,Cash,,88668.09,,florin,1436-10-27,Loans Receivable - Government,88668.09,Emergency war financing for Florence defense,73620,war_financing
Milan,Milan Operations,Cash,,740.94,,florin,1436-10-28,Rent,740.94,Rent expense for Milan branch,73621,operating_expense
Venice,Trading Company,Cash,,3154.94,,florin,1436-10-28,Deposits Payable,3154.94,Withdrawal by Trading Company,73622,withdrawal
Florence,Republic of Florence,Cash,,90620.73,,florin,1436-10-28,Loans Receivable - Government,90620.73,Loan to Venice for Lombardy Wars operations,73623,war_financing
Florence,Transfer to Rome,Cash,Exchange Fee Revenue,19381.874946,535.785054,florin,1436-10-29,Due from Rome,19917.66,Bill of exchange from Florence to Rome,73624,bill_of_exchange
Bruges,Textile Merchant,Loans Receivable,Interest Income,2744.87,686.2175,florin,1436-10-29,Cash,3431.0875,Loan repayment from Textile Merchant with interest,73625,loan_repayment
Rome,Rome Operations,Cash,,2265.84,,florin,1436-10-29,Rent,2265.84,Rent expense for Rome branch,73626,operating_expense
London,Transfer to Milan,Cash,Exchange Fee Revenue,14628.75,233.33,florin,1436-10-30,Due from Milan,14862.08,Bill of exchange from London to Milan,73627,bill_of_exchange
Avignon,Trading Company,Cash,,6621.25,,florin,1436-10-30,Deposits Payable,6621.25,Withdrawal by Trading Company,73628,withdrawal
Geneva,Geneva Operations,Cash,,281.24,,florin,1436-10-30,Maintenance,281.24,Maintenance expense for Geneva branch,73629,operating_expense
London,London Operations,Cash,,1069.7,,florin,1436-10-30,Security,1069.7,Security expense for London branch,73630,operating_expense
Florence,Trading Company,Trading Revenue,,7542.9,,florin,1436-10-31,Cash,7542.9,Alum sale from papal mines,73631,alum_trade
Venice,Textile Merchant,Deposits Payable,,14668.89,,florin,1436-10-31,Cash,14668.89,Deposit by Textile Merchant,73632,deposit
Milan,Jewel Trader,Loans Receivable,Interest Income,16075.98,2089.8774,florin,1436-10-31,Cash,18165.8574,Loan repayment from Jewel Trader with interest,73633,loan_repayment
Florence,Republic of Florence,Cash,,85727.87,,florin,1436-10-31,Loans Receivable - Government,85727.87,Loan to Venice for Lombardy Wars operations,73634,war_financing
Rome,Silk Trader,Loans Receivable,Interest Income,10159.35,1422.31,florin,1436-10-31,Cash,11581.66,Loan repayment from Silk Trader with interest,73635,loan_repayment
Avignon,Avignon Operations,Cash,,224.36,,florin,1436-10-31,Maintenance,224.36,Maintenance expense for Avignon branch,73636,operating_expense
Florence,Republic of Florence,Cash,,945930.81,,florin,1436-10-31,Loans Receivable - Government,945930.81,War financing for Florentine operations against Milan,73637,war_financing
Florence,Republic of Florence,Cash,,1892961.29,,florin,1436-10-31,Loans Receivable - Government,1892961.29,Emergency war financing for Florence defense,73638,war_financing
Rome,Sacred College,Deposits Payable,,332042.84,,florin,1436-10-31,Cash,332042.84,Deposit from Sacred College to Rome branch,73639,deposit
Florence,Republic of Florence,Cash,,4472009.14,,florin,1436-10-31,Loans Receivable - Government,4472009.14,Loan to Venice for Lombardy Wars operations,73640,war_financing
